CellID,CD3,Vimentin,aSMA,Ecad,Ki67,CD45,CK14,CK19,CK17,PCNA,PanCK,CD31,cross_cluster,x,y,cell_type_tumor
7807,0.6206531788262205,0.4413670334704909,0.3362110041595389,0.659336198721435,0.2515747433862318,0.4178988257381039,0.4521359821860256,0.838903407561992,0.5663862772551501,0.5910572564944256,0.8337950656510787,0.1350031562567471,Proliferative Epithelial,1479.7586206896551,1122.151724137931,Proliferative Basal Epithelial
7809,0.6637721605259063,0.5222004206959627,0.321682931173694,0.6777066326346214,0.261519680862286,0.4802895446850302,0.4473497066738889,0.882182578801782,0.5084783242095857,0.5541973114511516,0.8742289704198867,0.2388434420722324,Epithelial,1486.9823008849555,1505.0442477876106,Epithelial
7811,0.6944366606311305,0.504620832819461,0.3203525044721131,0.6511380209493568,0.2404257178015168,0.4144277625523342,0.4641816554122563,0.9277829823840038,0.5863902379573924,0.4695426085260714,0.9525042231226558,0.1177199641899671,Epithelial,1496.440366972477,1946.798165137615,Basal Epithelial
7813,0.8940335677382641,0.5233893951078505,0.2972521620595637,0.7129000573571628,0.2651107611274975,0.4890049700058906,0.4452886355969646,0.9656645273819616,0.524260070646018,0.4811029057724132,0.9255656449129472,0.1294244526803894,Basal Epithelial,1474.878787878788,828.3484848484849,Basal Epithelial
7817,0.6069633893448148,0.4455284980046148,0.2883884238339923,0.6461726219403311,0.2614441251073578,0.4388424089689404,0.4340421820403016,0.866968581633617,0.4927836064030353,0.4843687115568688,0.8600448172130091,0.1700724412371348,Epithelial,1486.58940397351,1486.2649006622516,Proliferative Basal Epithelial
7820,0.5296306242437759,0.8441222537574669,0.3821380074588407,0.4848766344268408,0.5266096000860792,0.6447471725175712,0.4330466474866327,0.4999091805553001,0.503377049910841,0.4894503235980205,0.3657493552102038,0.4376011840796519,CD163+ Macrophages,1502.2463768115942,2178.333333333333,Proliferative Epithelial
7821,0.4268314012539291,0.591912032070123,0.3953360379911708,0.5398732036891869,0.1995476742199277,0.4872774124079835,0.3919489405720553,0.7590585826854263,0.6655173446854372,0.5398732655742529,0.7784605517594919,0.2635625271372581,Epithelial,1503.0675675675675,2229.135135135135,Epithelial
7822,0.7726772140105767,0.4320785928564873,0.2869077156955036,0.6812056370624606,0.2433227508130766,0.418590939034886,0.4381942717212573,0.927678800399978,0.4834390957049712,0.4887624052528857,0.8977593683561161,0.1292233905484736,Basal Epithelial,1485.5845070422536,1330.0,Basal Epithelial
7824,0.988691146870497,0.5793823815614088,0.3073993170182771,0.74964990935126,0.2465809032824844,0.4373136880516319,0.4743771304209846,0.9935519262757508,0.5586846381248461,0.5132575762582239,0.9836834776102676,0.1401776530595616,Basal Epithelial,1478.2941176470588,860.5367647058823,Basal Epithelial
7826,0.5691273666278632,0.4939976619031609,0.2961901803493968,0.6177020767867237,0.2835231282618073,0.4336446319436034,0.3749287333146274,0.7468984785459813,0.4734014840366002,0.4708065848052632,0.7864003451521084,0.1745599914077594,Epithelial,1486.3333333333333,1256.84126984127,Proliferative Epithelial
