CellID,x,y
1,247.3260869565217,1216.7608695652175
2,248.1547619047619,1248.7142857142858
3,250.6304347826087,1288.7608695652175
4,249.80645161290323,1183.1612903225807
5,251.7894736842105,1205.842105263158
6,251.3030303030303,1227.3030303030305
8,254.4375,1356.84375
9,253.44642857142856,1239.9107142857142
10,255.88936170212767,1260.6893617021276
11,258.15934065934067,1326.1813186813188
13,256.2181818181818,1194.9515151515152
14,260.0,1377.0
15,257.60674157303373,1284.191011235955
16,257.3125,1218.0625
17,256.7142857142857,1071.7380952380952
18,257.5757575757576,1060.4242424242425
19,262.68831168831167,1339.5454545454545
20,263.4189189189189,1362.087837837838
21,266.6164383561644,1383.2328767123288
22,263.88157894736844,1175.467105263158
23,267.0486725663717,1309.4070796460178
24,266.05128205128204,1197.8461538461538
25,265.3170731707317,1098.1707317073171
26,271.2361111111111,1369.5555555555557
27,273.55555555555554,1416.2188552188552
28,266.5,1053.5
29,266.6067961165049,1078.4514563106795
30,270.6504424778761,1227.8407079646015
31,266.9811320754717,1043.1509433962265
32,271.1818181818182,1215.709090909091
33,271.8546511627907,1184.8488372093022
34,272.6454545454545,1320.8636363636365
35,275.8529411764706,1397.2058823529412
36,271.80333333333334,1119.0966666666666
37,278.05205479452053,1282.8520547945209
38,272.0833333333333,1098.0833333333333
39,276.4342105263158,1238.9736842105262
41,281.22105263157897,1429.494736842105
42,271.31205673758865,1021.0283687943264
43,279.11538461538464,1298.6
44,280.33658536585364,1251.180487804878
45,280.79442508710804,1267.4703832752614
46,280.54285714285714,1338.0285714285717
47,285.4253731343284,1472.7686567164178
48,284.8709677419355,1498.8709677419354
49,287.19718309859155,1460.1690140845071
50,280.6856287425149,1147.3263473053892
51,276.6666666666667,998.2380952380952
52,280.61052631578946,1179.2736842105264
53,280.3766233766234,1201.448051948052
54,280.89915966386553,1035.5126050420167
55,287.4230769230769,1408.4935897435898
56,283.5769230769231,1217.5336538461538
57,289.65777777777777,1449.2222222222222
58,283.7019230769231,1107.298076923077
59,283.94642857142856,1077.669642857143
60,290.1268292682927,1421.5121951219512
61,293.2049180327869,1510.622950819672
62,284.0833333333333,1010.7239583333334
63,288.08015267175574,1169.0152671755725
64,291.375,1365.825
65,289.2978723404256,1241.4255319148936
66,295.37179487179486,1548.0833333333333
67,290.0986842105263,1227.782894736842
68,288.6320754716981,1025.5754716981132
69,288.27190332326285,1043.978851963746
70,290.77486910994764,1187.303664921466
71,298.6666666666667,1537.7254901960785
72,297.9230769230769,1465.576923076923
73,289.39076923076925,1064.0184615384617
74,293.53333333333336,1267.9333333333334
75,291.3560830860534,1122.2640949554896
76,299.989010989011,1476.2747252747254
77,297.13452914798205,1278.766816143498
78,292.3883495145631,991.6019417475728
79,295.241935483871,1156.5403225806451
80,297.7857142857143,1304.7142857142858
81,300.187074829932,1358.6598639455783
82,302.2,1518.9555555555555
83,299.1428571428572,1293.8428571428572
84,301.8203592814371,1404.8982035928143
85,302.01574803149606,1505.0551181102362
86,305.05384615384617,1550.9076923076923
87,295.4642857142857,1085.2928571428572
88,297.04477611940297,1137.2636815920398
