,immune_id,tumor_id,score
0,12,28,0.23809523809523792
1,25,44,0.1428571428571428
2,28,31,0.33333333333333315
3,60,68,0.40476190476190466
4,73,95,0.738095238095238
5,78,154,0.47619047619047605
6,81,140,1.0476190476190477
7,83,62,0.26190476190476186
8,84,75,0.45238095238095233
9,85,170,0.6904761904761905
10,90,65,0.6666666666666665
11,94,101,0.3571428571428571
12,97,84,0.47619047619047605
13,100,78,0.4999999999999999
14,103,89,0.5952380952380951
15,105,126,0.5952380952380951
16,110,66,0.3095238095238094
17,111,86,0.4285714285714285
18,112,92,0.45238095238095233
19,115,179,0.33333333333333315
20,119,134,0.6428571428571428
21,122,187,0.38095238095238093
22,125,82,0.19047619047619035
23,127,103,0.2142857142857142
24,131,182,0.04761904761904756
25,132,94,0.19047619047619035
26,136,99,0.5238095238095237
27,137,224,0.16666666666666652
28,138,263,0.3095238095238094
29,139,242,0.09523809523809523
30,140,124,0.16666666666666652
31,142,128,0.40476190476190466
32,143,304,0.619047619047619
33,145,174,0.3095238095238094
34,146,193,0.11904761904761896
35,148,241,0.09523809523809523
36,149,331,0.26190476190476186
37,150,142,0.16666666666666652
38,152,234,0.45238095238095233
39,153,129,0.5238095238095237
40,159,354,0.33333333333333315
41,161,188,0.47619047619047605
42,165,279,0.4999999999999999
43,166,201,0.33333333333333315
44,167,183,0.3571428571428571
45,169,156,0.16666666666666652
46,171,136,0.2142857142857142
47,173,122,0.26190476190476186
48,176,325,0.2857142857142856
49,177,206,0.023809523809523725
50,178,191,0.26190476190476186
51,180,169,0.11904761904761896
52,181,324,0.8095238095238095
53,183,311,0.4285714285714285
54,184,262,0.47619047619047605
55,188,137,0.47619047619047605
56,192,350,0.47619047619047605
57,194,299,0.16666666666666652
58,195,240,0.19047619047619035
59,197,204,0.40476190476190466
60,198,83,0.5476190476190477
61,199,160,0.47619047619047605
62,200,363,0.2142857142857142
63,201,181,0.2142857142857142
64,203,254,0.1428571428571428
65,204,88,0.6428571428571428
66,207,184,0.07142857142857129
67,208,153,0.5238095238095237
68,209,200,0.16666666666666652
69,210,380,0.16666666666666652
70,212,111,0.1428571428571428
71,215,157,0.2857142857142856
72,217,278,0.2142857142857142
73,218,171,0.2142857142857142
74,219,322,0.4285714285714285
75,221,162,0.16666666666666652
76,222,164,0.26190476190476186
77,223,155,0.7619047619047619
78,225,265,0.5952380952380951
79,226,246,0.26190476190476186
80,227,125,0.19047619047619035
81,229,192,0.6428571428571428
82,231,223,0.23809523809523792
83,232,133,0.5476190476190477
84,233,178,0.26190476190476186
85,234,207,0.33333333333333315
86,236,270,0.023809523809523725
87,237,194,0.23809523809523792
88,238,150,0.2857142857142856
89,239,100,0.23809523809523792
90,242,333,0.2857142857142856
91,245,317,0.3095238095238094
92,246,376,0.33333333333333315
93,251,243,0.40476190476190466
94,252,351,0.33333333333333315
95,253,307,0.19047619047619035
96,256,198,0.23809523809523792
97,257,397,0.40476190476190466
98,258,309,0.5238095238095237
99,260,96,0.5476190476190477
100,261,175,0.3095238095238094
101,262,328,0.09523809523809523
102,263,372,0.23809523809523792
103,264,400,0.11904761904761896
104,265,416,0.23809523809523792
105,267,127,0.04761904761904756
106,268,283,0.023809523809523725
107,269,216,0.11904761904761896
108,270,176,0.26190476190476186
109,271,259,0.45238095238095233
110,273,438,0.16666666666666652
111,276,415,0.47619047619047605
112,277,285,0.3095238095238094
113,278,232,0.16666666666666652
114,280,448,0.1428571428571428
115,284,247,0.16666666666666652
116,285,476,0.3095238095238094
117,286,377,0.5476190476190477
118,287,277,0.07142857142857129
119,288,404,0.45238095238095233
120,290,432,0.38095238095238093
121,295,447,0.26190476190476186
122,297,237,0.23809523809523792
123,298,303,0.3095238095238094
124,299,257,0.19047619047619035
125,301,358,0.07142857142857129
126,302,231,0.16666666666666652
127,304,315,0.40476190476190466
128,305,356,0.4285714285714285
129,306,334,0.04761904761904756
130,308,313,0.5238095238095237
131,309,341,0.5714285714285714
132,310,382,0.23809523809523792
133,311,425,0.40476190476190466
134,315,258,0.33333333333333315
135,316,310,0.19047619047619035
136,317,482,0.07142857142857129
137,318,167,0.47619047619047605
138,320,131,0.2857142857142856
139,321,414,0.11904761904761896
140,324,520,0.09523809523809523
141,325,521,0.2857142857142856
142,328,475,0.19047619047619035
143,329,417,0.023809523809523725
144,331,471,0.38095238095238093
145,332,316,0.3095238095238094
146,333,440,0.19047619047619035
147,335,524,0.2142857142857142
148,336,410,0.023809523809523725
149,337,518,0.04761904761904756
150,338,203,0.2857142857142856
151,342,344,0.07142857142857129
152,343,525,0.619047619047619
153,345,413,0.38095238095238093
154,346,238,0.07142857142857129
155,347,408,0.11904761904761896
156,349,387,0.40476190476190466
157,352,436,0.07142857142857129
158,353,222,0.4999999999999999
159,357,290,0.40476190476190466
160,358,570,0.16666666666666652
161,361,287,0.09523809523809523
162,362,146,0.16666666666666652
163,363,250,0.4285714285714285
164,366,507,0.19047619047619035
165,367,446,0.40476190476190466
166,368,439,0.38095238095238093
167,369,484,0.40476190476190466
168,370,152,0.5238095238095237
169,371,360,0.619047619047619
170,372,516,0.26190476190476186
171,373,282,0.16666666666666652
172,374,308,0.4285714285714285
173,375,529,0.07142857142857129
174,379,430,0.2142857142857142
175,383,455,0.3095238095238094
176,384,515,0.2142857142857142
177,386,323,0.04761904761904756
178,387,592,0.09523809523809523
179,389,383,0.19047619047619035
180,390,236,0.4285714285714285
181,391,497,0.23809523809523792
182,392,453,0.1428571428571428
183,393,217,0.47619047619047605
184,396,233,0.19047619047619035
185,398,534,0.23809523809523792
186,401,401,0.619047619047619
187,402,399,0.19047619047619035
188,410,526,0.11904761904761896
189,411,390,0.33333333333333315
190,412,429,0.09523809523809523
191,413,578,0.09523809523809523
192,414,428,0.023809523809523725
193,418,638,0.1428571428571428
194,422,614,0.11904761904761896
195,423,366,0.45238095238095233
196,424,368,0.7857142857142857
197,426,362,0.11904761904761896
198,427,486,0.1428571428571428
199,429,434,0.2142857142857142
200,430,555,0.09523809523809523
201,431,389,0.23809523809523792
202,432,522,0.23809523809523792
203,434,403,0.23809523809523792
204,436,411,0.3095238095238094
205,437,679,0.1428571428571428
206,438,327,0.16666666666666652
207,440,588,0.3095238095238094
208,441,405,0.09523809523809523
209,443,370,0.1428571428571428
210,446,330,0.1428571428571428
211,447,284,0.8571428571428571
212,448,498,0.16666666666666652
213,450,457,0.04761904761904756
214,453,487,0.33333333333333315
215,456,652,0.1428571428571428
216,457,506,0.38095238095238093
217,458,536,0.2142857142857142
218,461,395,0.26190476190476186
219,463,711,0.33333333333333315
220,464,347,0.38095238095238093
221,465,349,0.023809523809523725
222,473,427,0.2142857142857142
223,474,538,0.2142857142857142
