,immune_id,tumor_id,score
0,5,8,0.38095238095238093
1,6,7,0.2142857142857142
2,7,5,0.16666666666666652
3,9,11,0.5952380952380951
4,10,16,0.33333333333333315
5,13,19,0.16666666666666652
6,14,39,0.3571428571428571
7,15,17,0.4999999999999999
8,16,10,0.04761904761904756
9,19,21,0.0
10,20,20,0.2857142857142856
11,21,33,0.09523809523809523
12,23,24,0.23809523809523792
13,27,41,0.11904761904761896
14,28,68,0.2142857142857142
15,29,23,0.33333333333333315
16,30,29,0.09523809523809523
17,33,38,0.09523809523809523
18,34,18,0.19047619047619035
19,35,32,0.23809523809523792
20,38,31,0.09523809523809523
21,40,40,0.04761904761904756
22,41,61,0.2857142857142856
23,42,26,0.04761904761904756
24,43,69,0.023809523809523725
25,44,58,0.5476190476190477
26,46,49,0.4285714285714285
27,48,25,0.09523809523809523
28,50,52,0.19047619047619035
29,51,8415,0.0
30,52,35,0.4999999999999999
31,53,53,0.33333333333333315
32,54,44,0.09523809523809523
33,55,47,0.04761904761904756
34,56,85,0.19047619047619035
35,57,86,0.47619047619047605
36,59,43,0.19047619047619035
37,60,60,0.04761904761904756
38,62,36,0.11904761904761896
39,63,106,0.23809523809523792
40,65,88,0.19047619047619035
41,69,62,0.023809523809523725
42,70,59,0.40476190476190466
43,71,70,0.33333333333333315
44,72,84,0.09523809523809523
45,75,71,0.2142857142857142
46,77,50,0.3571428571428571
47,80,48,0.07142857142857129
48,81,93,0.2857142857142856
49,83,107,0.04761904761904756
50,84,100,0.11904761904761896
51,85,125,0.11904761904761896
52,86,78,0.45238095238095233
53,88,8416,0.16666666666666652
54,89,104,0.07142857142857129
55,95,96,0.45238095238095233
56,98,131,0.19047619047619035
57,99,76,0.23809523809523792
58,102,81,0.07142857142857129
59,103,90,0.09523809523809523
60,104,94,0.40476190476190466
61,105,98,0.23809523809523792
62,106,87,0.1428571428571428
63,108,157,0.3095238095238094
64,109,138,0.2857142857142856
65,111,111,0.47619047619047605
66,112,77,0.07142857142857129
67,113,134,0.11904761904761896
68,114,99,0.619047619047619
69,117,114,0.11904761904761896
70,118,130,0.4285714285714285
71,119,128,0.04761904761904756
72,120,97,0.09523809523809523
73,123,163,0.6904761904761905
74,124,110,0.07142857142857129
75,125,166,0.04761904761904756
76,129,116,0.07142857142857129
77,131,8421,0.023809523809523725
78,132,122,0.11904761904761896
79,133,212,0.45238095238095233
80,134,140,0.16666666666666652
81,135,169,0.11904761904761896
