,CellID,DNA_1,AF488,AF555,AF647,DNA_2,Control_488,Control_555,Control_647,DNA_3,CD3,PDL1,GRZB,DNA_4,Ki67,PanCK,CD45,DNA_5,CD68,CD3d,CD8a,DNA_6,CD163,aSMA,CD14,DNA_7,CD4,FOXP3,PDL1_2,DNA_8,CD11b,pRB,PD1,DNA_9,LaminABC,PDL1_3,LAG3,DNA_10,CD20,HLA_A,MHC_II_DPB1,X_centroid,Y_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation,x,y
10,18,9070.366795366795,786.980694980695,121.98262548262548,447.4594594594595,5210.316602316602,1327.2355212355212,180.64671814671811,652.6853281853282,8588.250965250965,1468.3243243243244,465.57142857142856,942.8532818532818,4376.289575289576,1585.162162162162,39029.03088803089,867.7548262548263,2190.245173745174,910.7181467181468,713.1833976833976,1542.3667953667953,433.16988416988414,1227.2548262548262,65.48648648648648,3927.1158301158302,199.37258687258688,920.3223938223938,113.1891891891892,1133.8706563706564,106.92471042471044,1017.6467181467182,420.5482625482625,1204.888030888031,97.07142857142856,620.065637065637,241.8610038610039,498.6409266409266,78.45366795366796,1139.391891891892,85.68532818532819,493.5019305019305,1558.353281853282,256.7084942084942,518,37.38136183255175,18.890949738569045,0.8629101033731766,0.9008695652173913,0.6624040920716112,1.2103900051423175,256.3838383838384,1553.8383838383838
11,19,6755.479591836735,816.1020408163265,133.6734693877551,449.1938775510204,3537.704081632653,1289.9183673469388,189.92857142857144,692.1224489795918,4788.867346938776,1375.1224489795918,428.98979591836735,941.7142857142856,198.81632653061223,736.734693877551,805.6734693877551,796.9183673469388,250.9183673469388,727.3673469387755,395.7857142857143,857.4489795918367,165.59183673469389,1059.469387755102,49.255102040816325,1731.0,220.0,954.4285714285714,109.13265306122447,1130.642857142857,128.80612244897958,1018.3979591836736,412.030612244898,1213.8061224489795,108.5204081632653,550.2857142857143,233.6326530612245,408.3877551020408,83.98979591836735,1075.265306122449,90.04081632653062,465.6020408163265,1178.2142857142858,256.4897959183673,98,12.889787120396576,9.691922135026068,0.659269102949174,0.98,0.8166666666666667,-1.0614893900373543,256.3448275862069,1178.2528735632184
12,21,4211.723404255319,651.7021276595744,99.17021276595744,435.8510638297872,2027.7659574468084,834.1276595744681,111.53191489361704,365.9574468085106,1519.340425531915,798.5744680851063,293.3404255319149,832.7659574468086,449.2340425531915,807.7021276595744,5720.021276595745,792.2978723404256,321.1489361702128,731.3829787234042,400.9574468085106,816.0,153.48936170212767,1040.4468085106382,55.4468085106383,1674.595744680851,214.6595744680851,943.5106382978724,114.59574468085108,1154.723404255319,91.63829787234044,1028.4893617021276,392.8723404255319,1196.6170212765958,89.08510638297872,553.8723404255319,217.4255319148936,379.0,79.17021276595744,1172.5744680851064,93.04255319148936,486.9148936170213,1132.8085106382978,260.02127659574467,47,8.485414849539692,7.068026062050698,0.5533305624624494,0.94,0.746031746031746,-1.3841428319940483,260.42857142857144,1132.6190476190477
13,22,8794.04941860465,854.0436046511628,136.98546511627907,450.90406976744185,4877.4011627906975,1261.0755813953488,186.59593023255812,651.1627906976744,4306.7761627906975,1288.5697674418604,414.6191860465116,913.1279069767442,2017.171511627907,1044.061046511628,41199.8023255814,854.0116279069767,1138.031976744186,863.625,655.5348837209302,1272.093023255814,145.9156976744186,1062.6191860465117,50.13662790697674,1601.5203488372092,190.343023255814,1033.2441860465117,114.18313953488372,1138.4970930232555,96.44767441860463,1033.578488372093,432.3343023255814,1195.0348837209303,89.1686046511628,583.9331395348837,237.6220930232558,454.8779069767442,73.37790697674419,1124.7296511627908,91.17151162790698,504.4418604651163,1498.7761627906978,261.59593023255815,344,29.83727146180964,14.9572247753328,0.8652774182493832,0.9476584022038568,0.6254545454545455,0.8565674392105904,260.64666666666665,1496.26
14,23,15486.592954990216,871.4579256360079,177.6751467710372,477.2641878669276,8069.71037181996,1504.3248532289629,211.26810176125244,756.4774951076321,15394.861056751468,1578.3052837573389,511.5753424657534,996.187866927593,8532.632093933464,5958.103718199609,44221.77299412916,892.2583170254403,4303.125244618395,999.0998043052838,854.5048923679061,1750.9471624266146,724.1565557729941,1249.375733855186,72.40900195694717,4029.142857142857,191.20939334637964,1051.569471624266,114.04305283757338,1138.091976516634,91.24657534246576,1025.0450097847358,421.0880626223092,1198.7671232876712,95.34050880626224,613.5381604696673,239.43835616438355,481.6575342465753,78.02544031311155,1182.2485322896282,86.46771037181996,507.95499021526416,1611.9804305283758,263.307240704501,511,41.05889704571118,17.04721219192645,0.9097350693239268,0.8545150501672241,0.553030303030303,0.1097450944316713,262.7543859649123,1611.8157894736842
15,24,13061.096385542169,904.4397590361446,151.24096385542168,451.32530120481925,7413.665662650603,1576.3313253012047,230.1475903614458,742.6084337349398,16581.73795180723,1876.6114457831325,571.3403614457832,986.9909638554216,9741.680722891566,11922.515060240965,39721.18072289157,895.8072289156627,5991.490963855422,1158.05421686747,981.6506024096384,1958.3524096385545,2517.0421686746986,1472.8253012048192,103.46084337349396,6726.015060240964,252.11746987951807,810.3614457831326,111.6867469879518,1133.0,128.86746987951807,1012.7319277108434,411.0331325301205,1197.9036144578313,94.1867469879518,565.816265060241,230.1656626506024,414.3795180722892,76.8644578313253,1104.0090361445782,90.09638554216868,489.8433734939759,1228.382530120482,264.0090361445783,332,26.461368508504968,16.10531317238875,0.7934503903007434,0.9485714285714286,0.6587301587301587,0.6592959582008415,263.62264150943395,1228.1069182389938
16,25,8345.697777777777,789.32,130.64444444444445,447.5733333333333,5125.448888888889,1404.4355555555555,195.1511111111111,727.0755555555555,8679.56,1606.4755555555555,507.5866666666666,966.1288888888888,4373.208888888889,1449.977777777778,51581.44,885.3911111111111,2270.288888888889,919.0311111111112,810.8088888888889,1558.5644444444445,319.7866666666667,1138.2222222222222,54.14666666666667,2697.737777777778,184.14666666666668,1313.7422222222222,110.29777777777778,1138.8933333333334,96.38666666666668,1030.1155555555556,431.53777777777776,1211.951111111111,92.47111111111111,608.3244444444445,229.57333333333327,466.73777777777775,80.64,1179.431111111111,87.22666666666667,504.1777777777778,1636.8177777777778,266.0711111111111,225,22.718960318905424,12.91618231076006,0.8226694719847903,0.933609958506224,0.6617647058823529,-0.9242450065451306,264.1224489795918,1636.6020408163265
17,26,16437.847417840374,824.2535211267606,131.17136150234742,450.556338028169,8836.424882629108,1651.9976525821596,231.5093896713615,898.8004694835681,15272.420187793428,1725.06338028169,509.23943661971833,1034.0774647887324,6864.528169014085,4312.239436619719,32642.176056338027,888.3568075117371,2454.131455399061,900.4014084507043,763.3732394366198,2065.93896713615,174.7582159624413,1080.098591549296,59.936619718309856,1884.87323943662,172.00469483568074,730.0023474178404,114.23239436619718,1136.481220657277,78.49765258215963,1013.0610328638496,417.32159624413146,1210.924882629108,98.33333333333331,603.7159624413146,227.04694835680752,483.40610328638496,80.77464788732394,1139.044600938967,89.17840375586854,496.36854460093895,1698.5516431924882,266.293427230047,426,23.877234352376817,22.894884245224237,0.2838851319086045,0.9573033707865168,0.7395833333333334,0.807902690866114,265.8201754385965,1699.9912280701753
18,28,10492.365671641792,786.3383084577115,121.08706467661692,448.047263681592,5303.300995024875,1204.0671641791046,163.39800995024876,624.8059701492538,7076.221393034826,1183.5721393034826,340.66169154228857,890.1990049751244,2541.9825870646764,1174.3358208955224,26844.50497512438,837.3084577114428,483.9179104477612,760.4477611940298,479.3880597014925,932.0323383084576,143.3233830845771,1084.9402985074628,54.07960199004975,1632.174129353234,231.8407960199005,853.3507462686567,113.45024875621893,1146.0323383084576,104.55223880597016,1024.3905472636816,426.5721393034826,1206.686567164179,84.38059701492537,536.2587064676617,225.96766169154228,435.4004975124378,68.26865671641791,1102.5497512437812,90.90796019900498,487.99004975124376,1340.5547263681592,269.32089552238807,402,35.62200049221306,14.821138133089956,0.9093339699641284,0.919908466819222,0.536,0.5702212482691968,267.078313253012,1339.0963855421687
19,29,5742.778877887788,793.3795379537954,128.26072607260727,449.5280528052805,3563.953795379538,1196.6666666666667,178.62706270627064,658.6600660066007,4396.607260726073,1376.3762376237623,405.973597359736,930.6237623762376,2335.854785478548,1489.3861386138617,51297.73927392739,862.0297029702971,1421.095709570957,908.3465346534654,713.4917491749175,1437.7854785478548,223.5115511551155,1113.2607260726072,52.54455445544554,2348.5148514851485,215.67656765676568,861.4587458745874,113.66666666666669,1140.039603960396,107.5874587458746,1025.828382838284,421.5775577557756,1201.5808580858086,94.89438943894388,548.0792079207921,236.64356435643563,417.7293729372937,83.75907590759076,1130.957095709571,88.47524752475248,486.6105610561056,1291.148514851485,272.5775577557756,303,31.269858146969955,13.058043428115562,0.9086346347714924,0.9154078549848944,0.5269565217391304,-0.6888550350504243,267.4795918367347,1293.8673469387754
20,30,8640.98969072165,930.7800687285225,217.83505154639172,495.9312714776632,4767.676975945017,1364.3298969072166,188.4570446735395,679.8247422680413,8383.584192439863,1620.3092783505156,547.8419243986255,963.9828178694158,4433.250859106529,1464.3986254295532,46263.3264604811,875.3024054982818,2667.4123711340208,962.3470790378008,818.8144329896908,1875.316151202749,149.00343642611685,1059.5360824742268,48.333333333333336,1605.2886597938143,193.69072164948452,798.2371134020618,107.76288659793816,1138.7422680412371,106.82474226804123,1036.46735395189,424.0618556701031,1196.2817869415808,97.40893470790378,607.5601374570447,234.0687285223368,457.8556701030928,82.20618556701031,1177.46735395189,87.20274914089347,515.7147766323025,1602.1821305841925,273.16838487972507,291,32.07606774638587,12.023912314271636,0.9270829748330652,0.923809523809524,0.6705069124423964,0.1976079269987471,268.2551020408163,1602.3061224489795
